trial,method,reachable,status,norm,future_success,current_success,detects_unreachable,min_margin,max_margin,rank_H,null_dim,max_norm,anchor_norm
0,UBC,1,optimal,0.6045122091375936,1,1,0,0.0,0.4185969572931798,3,0,3.0,0.8644375313303578
0,current_only,1,current_constraint,0.4458397618910087,0,1,0,-0.07742946819054763,0.22765969291160726,3,0,3.0,0.8644375313303578
0,one_axis_current,1,current_axis,0.6296664434669779,0,1,0,-0.6849863464804579,0.09269080039328004,3,0,3.0,0.8644375313303578
0,gradient_line_search,1,failed,2.9999999999999996,0,1,0,-0.2190034112212445,5.277417354696306,3,0,3.0,0.8644375313303578
0,random_search,1,random,0.8882606960347054,1,1,0,0.04331807892002229,0.9044860788070097,3,0,3.0,0.8644375313303578
1,UBC,1,optimal,0.9040660442126188,1,1,0,0.0,0.4292568473651748,3,0,3.0,1.1032484502724025
1,current_only,1,current_constraint,0.556596698906357,0,1,0,-0.2953038545716964,0.21983867209977304,3,0,3.0,1.1032484502724025
1,one_axis_current,1,current_axis,0.7156421680529123,0,1,0,-0.8810922258216782,1.251709260302393,3,0,3.0,1.1032484502724025
1,gradient_line_search,1,failed,3.0,0,1,0,-1.1879586089410081,4.899436043702368,3,0,3.0,1.1032484502724025
1,random_search,1,random,1.1784660813476178,1,1,0,0.10310764818574525,0.627258913050269,3,0,3.0,1.1032484502724025
2,UBC,1,optimal,0.4518048395721579,1,1,0,0.0,0.2876262975417072,3,0,3.0,0.5225517427544957
2,current_only,1,current_constraint,0.38302512442955766,0,1,0,-0.3444685782230966,0.345567082249868,3,0,3.0,0.5225517427544957
2,one_axis_current,1,current_axis,0.46092212542249916,0,1,0,-0.07235245458226239,0.2849898861553637,3,0,3.0,0.5225517427544957
2,gradient_line_search,1,line_search,0.5775000000000001,1,1,0,0.0015180787497442727,0.5721964069582275,3,0,3.0,0.5225517427544957
2,random_search,1,random,0.8838725652522835,1,1,0,0.2711908865273973,1.1750298632606029,3,0,3.0,0.5225517427544957
3,UBC,0,infeasible,nan,0,0,1,-0.7594778004070692,-0.0689992041577033,3,0,3.0,nan
3,current_only,0,current_constraint,0.7594778004070692,0,1,0,-1.5281757335984156,1.5239862195748604,3,0,3.0,nan
3,one_axis_current,0,current_axis,0.7810568608683701,0,1,0,-1.6427694086492224,1.7294740637980033,3,0,3.0,nan
3,gradient_line_search,0,failed,2.9999999999999996,0,0,1,-5.169196151303991,4.692007060586655,3,0,3.0,nan
3,random_search,0,failed,0.0,0,0,1,-0.7594778004070692,-0.0689992041577033,3,0,3.0,nan
4,UBC,1,optimal,0.8698252686733068,1,1,0,-1.1102230246251565e-16,1.2384316752111628,3,0,3.0,1.1802674414033067
4,current_only,1,current_constraint,0.5076161638918267,0,1,0,-1.5457794928430668,1.1102230246251565e-16,3,0,3.0,1.1802674414033067
4,one_axis_current,1,current_axis,0.5679396009158602,0,1,0,-2.2675787410376813,-1.1102230246251565e-16,3,0,3.0,1.1802674414033067
4,gradient_line_search,1,line_search,1.7924999999999998,1,1,0,0.002810971333079726,5.200698754498411,3,0,3.0,1.1802674414033067
4,random_search,1,random,1.576405336740378,1,1,0,0.1174920707915661,3.3680245236628354,3,0,3.0,1.1802674414033067
5,UBC,0,infeasible,nan,0,0,1,-0.7200232931956256,-0.05464482380185652,3,0,3.0,nan
5,current_only,0,current_constraint,0.6893744216257012,0,1,0,-1.4739025152588618,1.0670467575358418,3,0,3.0,nan
5,one_axis_current,0,current_axis,0.8218799572089902,0,1,0,-2.0347709423217575,0.776676492219277,3,0,3.0,nan
5,gradient_line_search,0,failed,3.0,0,0,1,-3.5803383086370166,6.0227031382039184,3,0,3.0,nan
5,random_search,0,failed,0.0,0,0,1,-0.7200232931956256,-0.05464482380185652,3,0,3.0,nan
6,UBC,1,optimal,0.48381032124342527,1,1,0,0.0,0.13361879527141726,3,0,3.0,0.5644357265619026
6,current_only,1,current_constraint,0.11231861045486854,0,1,0,-0.5822486562195219,0.036914754554079277,3,0,3.0,0.5644357265619026
6,one_axis_current,1,current_axis,0.12247674063901877,0,1,0,-0.6531903472223335,0.03528016054686536,3,0,3.0,0.5644357265619026
6,gradient_line_search,1,line_search,0.9299999999999998,1,1,0,0.00023956346764558711,0.8144162266148878,3,0,3.0,0.5644357265619026
6,random_search,1,random,1.3525937653747822,1,1,0,0.3246767676488288,0.687083228718169,3,0,3.0,0.5644357265619026
7,UBC,1,optimal,1.0554572255757928,1,1,0,-1.1102230246251565e-16,1.2167281241876973,3,0,3.0,1.2085977160560721
7,current_only,1,current_constraint,0.3955756324808306,0,1,0,-1.110374970626266,0.5114616969983994,3,0,3.0,1.2085977160560721
7,one_axis_current,1,current_axis,0.516185814089981,0,1,0,-0.7174800557891321,0.04933043105260049,3,0,3.0,1.2085977160560721
7,gradient_line_search,1,failed,2.9999999999999996,0,1,0,-0.9833953109199766,5.383003473257985,3,0,3.0,1.2085977160560721
