task,seed,method,trials,reachable_rate,overall_success,future_success,current_success,detects_unreachable,false_certificate,mean_norm,mean_min_margin,mean_rank,mean_null_dim
force_tactile,0,UBC,10,1.0,1.0,1.0,1.0,0.0,0.0,1.1158389710652787,-4.718447854656915e-16,4.0,0.0
force_tactile,0,current_only,10,1.0,0.0,0.0,1.0,0.0,1.0,0.3472209615872888,-0.8532595660669668,4.0,0.0
force_tactile,0,estimated_guarded,10,1.0,0.4,0.4,0.9,0.0,0.6,1.327921684816911,-0.010851956310140864,4.0,0.0
force_tactile,0,margin_penalty,10,1.0,0.0,0.0,0.6,0.0,1.0,1.221428207480426,-0.49184662038573473,4.0,0.0
force_tactile,0,weighted_UBC,10,1.0,1.0,1.0,1.0,0.0,0.0,1.1545919970087044,-4.421463195569686e-15,4.0,0.0
force_tactile,1,UBC,10,1.0,1.0,1.0,1.0,0.0,0.0,0.8017609330891962,-3.8302694349567903e-16,4.0,0.0
force_tactile,1,current_only,10,1.0,0.0,0.0,1.0,0.0,1.0,0.34580684355768765,-0.7119651456143352,4.0,0.0
force_tactile,1,estimated_guarded,10,1.0,0.7,0.7,0.9,0.0,0.3,0.9989598653929154,0.00316951060105973,4.0,0.0
force_tactile,1,margin_penalty,10,1.0,0.0,0.0,0.7,0.0,1.0,0.701657008416001,-0.045587438608657965,4.0,0.0
force_tactile,1,weighted_UBC,10,1.0,1.0,1.0,1.0,0.0,0.0,0.8111364464472223,-3.275157922644212e-16,4.0,0.0
force_tactile,2,UBC,10,1.0,1.0,1.0,1.0,0.0,0.0,0.8496520200315972,-3.066991105526995e-16,4.0,0.0
force_tactile,2,current_only,10,1.0,0.0,0.0,1.0,0.0,1.0,0.310566490737723,-0.8036071767731409,4.0,0.0
force_tactile,2,estimated_guarded,10,1.0,0.5,0.5,1.0,0.0,0.5,1.0228791110849809,-0.01160028857722788,4.0,0.0
force_tactile,2,margin_penalty,10,1.0,0.0,0.0,0.7,0.0,1.0,1.0106890902273975,-0.5601646452792697,4.0,0.0
force_tactile,2,weighted_UBC,10,1.0,1.0,1.0,1.0,0.0,0.0,0.8819357208892036,-9.200973316580984e-16,4.0,0.0
force_tactile,3,UBC,10,1.0,1.0,1.0,1.0,0.0,0.0,1.1069044632508591,-1.61259894326804e-15,4.0,0.0
force_tactile,3,current_only,10,1.0,0.0,0.0,1.0,0.0,1.0,0.36207339156470086,-0.9087995904079726,4.0,0.0
force_tactile,3,estimated_guarded,10,1.0,0.4,0.4,0.9,0.0,0.6,1.3249802680276577,-0.004053389885534777,4.0,0.0
force_tactile,3,margin_penalty,10,1.0,0.0,0.0,0.9,0.0,1.0,1.3368833114868894,-0.5311259778823354,4.0,0.0
force_tactile,3,weighted_UBC,10,1.0,1.0,1.0,1.0,0.0,0.0,1.1368600976255732,-2.1510571102112408e-15,4.0,0.0
force_tactile,4,UBC,10,1.0,1.0,1.0,1.0,0.0,0.0,0.8010733525069991,-4.08006961549745e-16,4.0,0.0
force_tactile,4,current_only,10,1.0,0.0,0.0,1.0,0.0,1.0,0.23659895141007664,-0.6799741099633794,4.0,0.0
force_tactile,4,estimated_guarded,10,1.0,0.9,0.9,0.9,0.0,0.1,1.0373051149470063,0.03963155388564458,4.0,0.0
force_tactile,4,margin_penalty,10,1.0,0.0,0.0,0.7,0.0,1.0,0.8119324255328546,-0.041185469571404884,4.0,0.0
force_tactile,4,weighted_UBC,10,1.0,1.0,1.0,1.0,0.0,0.0,0.8079114600266826,-7.716050021144838e-16,4.0,0.0
force_tactile,5,UBC,10,1.0,1.0,1.0,1.0,0.0,0.0,0.9047289967706789,-6.938893903907228e-16,4.0,0.0
force_tactile,5,current_only,10,1.0,0.0,0.0,1.0,0.0,1.0,0.27129811080483257,-0.695793178655869,4.0,0.0
force_tactile,5,estimated_guarded,10,1.0,0.5,0.5,0.9,0.0,0.5,1.0662315820322648,-0.025315946933190815,4.0,0.0
force_tactile,5,margin_penalty,10,1.0,0.0,0.0,0.5,0.0,1.0,1.1718622414338122,-1.1139011382808834,4.0,0.0
force_tactile,5,weighted_UBC,10,1.0,1.0,1.0,1.0,0.0,0.0,0.9310343593053563,-3.3070768346021852e-15,4.0,0.0
force_tactile,6,UBC,10,1.0,1.0,1.0,1.0,0.0,0.0,0.8088228306665604,-4.0523140398818213e-16,4.0,0.0
force_tactile,6,current_only,10,1.0,0.0,0.0,1.0,0.0,1.0,0.2715854439966571,-0.7378229659390343,4.0,0.0
force_tactile,6,estimated_guarded,10,1.0,0.6,0.6,1.0,0.0,0.4,0.9483848432464562,0.004284822335677459,4.0,0.0
force_tactile,6,margin_penalty,10,1.0,0.0,0.0,0.4,0.0,1.0,0.7169217497411978,-0.04264044846167093,4.0,0.0
force_tactile,6,weighted_UBC,10,1.0,1.0,1.0,1.0,0.0,0.0,0.824599731857818,-1.6903145549918008e-15,4.0,0.0
force_tactile,7,UBC,10,1.0,1.0,1.0,1.0,0.0,0.0,0.9031254165146922,-5.023759186428834e-16,4.0,0.0
force_tactile,7,current_only,10,1.0,0.0,0.0,1.0,0.0,1.0,0.33313168375971425,-0.6776160415066854,4.0,0.0
force_tactile,7,estimated_guarded,10,1.0,0.5,0.5,1.0,0.0,0.5,1.157720391895279,0.014947122957294274,4.0,0.0
force_tactile,7,margin_penalty,10,1.0,0.0,0.0,0.7,0.0,1.0,0.7822687962188954,-0.050830166877943284,4.0,0.0
force_tactile,7,weighted_UBC,10,1.0,1.0,1.0,1.0,0.0,0.0,0.9130793120822078,-9.797718192317006e-16,4.0,0.0
force_tactile,8,UBC,10,1.0,1.0,1.0,1.0,0.0,0.0,1.0527383256914153,-6.050715484207103e-16,4.0,0.0
force_tactile,8,current_only,10,1.0,0.0,0.0,1.0,0.0,1.0,0.29938331124205664,-0.9846604060814249,4.0,0.0
force_tactile,8,estimated_guarded,10,1.0,0.7,0.7,1.0,0.0,0.3,1.2596967146094407,0.017726950628995826,4.0,0.0
force_tactile,8,margin_penalty,10,1.0,0.0,0.0,0.4,0.0,1.0,1.098650445807401,-0.7360148006206091,4.0,0.0
force_tactile,8,weighted_UBC,10,1.0,1.0,1.0,1.0,0.0,0.0,1.0600188318883228,-2.8532731732866522e-15,4.0,0.0
force_tactile,9,UBC,10,1.0,1.0,1.0,1.0,0.0,0.0,0.7597145561497868,-3.9968028886505636e-16,4.0,0.0
force_tactile,9,current_only,10,1.0,0.0,0.0,1.0,0.0,1.0,0.2651755835361905,-0.5692191658494148,4.0,0.0
force_tactile,9,estimated_guarded,10,1.0,0.7,0.7,1.0,0.0,0.3,0.9310229464061834,0.010785284349045628,4.0,0.0
force_tactile,9,margin_penalty,10,1.0,0.0,0.0,0.7,0.0,1.0,0.6819596861094801,-0.04751909188233837,4.0,0.0
force_tactile,9,weighted_UBC,10,1.0,1.0,1.0,1.0,0.0,0.0,0.7715289169138406,-1.1199374760906267e-15,4.0,0.0
peg_compliance,0,UBC,10,1.0,0.4,0.4,0.4,0.0,0.0,0.6339835604274836,-0.6551186814577726,5.0,0.0
peg_compliance,0,current_only,10,1.0,0.0,0.0,1.0,0.0,1.0,0.25496022134505525,-1.0102679024423493,5.0,0.0
peg_compliance,0,estimated_guarded,10,1.0,0.2,0.2,0.4,0.0,0.2,0.7967104877819674,-0.6481134704263678,5.0,0.0
peg_compliance,0,margin_penalty,10,1.0,0.0,0.0,0.7,0.0,1.0,1.6346628635525213,-0.9687277129660844,5.0,0.0
peg_compliance,0,weighted_UBC,10,1.0,0.4,0.4,0.4,0.0,0.0,0.6351787785133531,-0.6551186814577725,5.0,0.0
peg_compliance,1,UBC,10,1.0,0.7,0.7,0.7,0.0,0.0,1.2340797715492469,-0.37879981966184023,5.0,0.0
peg_compliance,1,current_only,10,1.0,0.0,0.0,1.0,0.0,1.0,0.42913454340993934,-1.0051803962939414,5.0,0.0
peg_compliance,1,estimated_guarded,10,1.0,0.3,0.3,0.7,0.0,0.4,1.3569736247298443,-0.4077565777047159,5.0,0.0
peg_compliance,1,margin_penalty,10,1.0,0.0,0.0,0.4,0.0,1.0,1.6455100120624375,-2.0384497301162403,5.0,0.0
peg_compliance,1,weighted_UBC,10,1.0,0.7,0.7,0.7,0.0,0.0,1.2729475460194115,-0.3787998196618422,5.0,0.0
peg_compliance,2,UBC,10,1.0,0.8,0.8,0.8,0.0,0.0,1.1056368977353932,-0.13512739591457826,5.0,0.0
peg_compliance,2,current_only,10,1.0,0.0,0.0,1.0,0.0,1.0,0.2596982328589447,-0.549324563888519,5.0,0.0
peg_compliance,2,estimated_guarded,10,1.0,0.3,0.3,0.7,0.0,0.5,1.1294921086469862,-0.16452160349488193,5.0,0.0
peg_compliance,2,margin_penalty,10,1.0,0.1,0.1,0.6,0.0,0.9,1.181853594727869,-0.6176841215954244,5.0,0.0
peg_compliance,2,weighted_UBC,10,1.0,0.8,0.8,0.8,0.0,0.0,1.116837204815854,-0.13512739591457779,5.0,0.0
peg_compliance,3,UBC,10,1.0,0.8,0.8,0.8,0.0,0.0,0.6154559032715501,-0.1895600327045523,5.0,0.0
peg_compliance,3,current_only,10,1.0,0.0,0.0,1.0,0.0,1.0,0.20936822559950846,-0.6178755459999911,5.0,0.0
peg_compliance,3,estimated_guarded,10,1.0,0.4,0.4,0.8,0.0,0.5,0.9290663467065612,-0.15002090617608937,5.0,0.0
peg_compliance,3,margin_penalty,10,1.0,0.0,0.0,0.9,0.0,1.0,0.8039599312594203,-0.0999629024721185,5.0,0.0
peg_compliance,3,weighted_UBC,10,1.0,0.8,0.8,0.8,0.0,0.0,0.6188350873312548,-0.18956003270455232,5.0,0.0
peg_compliance,4,UBC,10,1.0,0.5,0.5,0.5,0.0,0.0,1.1988534809453135,-0.7945076302459093,5.0,0.0
peg_compliance,4,current_only,10,1.0,0.0,0.0,1.0,0.0,1.0,0.29673585813274206,-1.0182156528164847,5.0,0.0
peg_compliance,4,estimated_guarded,10,1.0,0.4,0.4,0.4,0.0,0.0,1.231719705167003,-0.8197119925676937,5.0,0.0
peg_compliance,4,margin_penalty,10,1.0,0.0,0.0,0.5,0.0,1.0,1.9496613524120403,-2.22394808560974,5.0,0.0
peg_compliance,4,weighted_UBC,10,1.0,0.5,0.5,0.5,0.0,0.0,1.2141277387188312,-0.794507630245911,5.0,0.0
