cost,seed,method,trials,future_success,mean_norm,weighted_norm,false_certificate
comfort_weighted,0,euclidean_ubc,8,1.0,0.4885338599310288,0.7554443696419212,0.0
comfort_weighted,0,matching_weighted_ubc,8,1.0,0.5290268575743429,0.694694439457648,0.0
comfort_weighted,0,wrong_cost_ubc,8,1.0,0.5031053784474044,0.8406837890694144,0.0
comfort_weighted,1,euclidean_ubc,8,1.0,0.6417436868628228,0.8681195677538733,0.0
comfort_weighted,1,matching_weighted_ubc,8,1.0,0.6527679945523075,0.8578133820750893,0.0
comfort_weighted,1,wrong_cost_ubc,8,1.0,0.6588047651738683,0.9208258994640208,0.0
comfort_weighted,2,euclidean_ubc,8,1.0,0.5943930610028423,0.9438222156884234,0.0
comfort_weighted,2,matching_weighted_ubc,8,1.0,0.6116995250289929,0.9170917973915816,0.0
comfort_weighted,2,wrong_cost_ubc,8,1.0,0.6207477180831003,1.0425556708860328,0.0
comfort_weighted,3,euclidean_ubc,8,1.0,0.685120867525826,0.9430493283130352,0.0
comfort_weighted,3,matching_weighted_ubc,8,1.0,0.699525997878286,0.9223022908987987,0.0
comfort_weighted,3,wrong_cost_ubc,8,1.0,0.711883279869916,1.0097646227792985,0.0
comfort_weighted,4,euclidean_ubc,8,1.0,0.6134612484453614,0.9390160340806961,0.0
comfort_weighted,4,matching_weighted_ubc,8,1.0,0.6187153439594196,0.9256545487010192,0.0
comfort_weighted,4,wrong_cost_ubc,8,1.0,0.6292314757639956,1.0006559267092658,0.0
comfort_weighted,5,euclidean_ubc,8,1.0,0.6303126594368553,0.9137249556560271,0.0
comfort_weighted,5,matching_weighted_ubc,8,1.0,0.6585062782867602,0.8773828380884806,0.0
comfort_weighted,5,wrong_cost_ubc,8,1.0,0.6405105811384038,0.9616843201241053,0.0
comfort_weighted,6,euclidean_ubc,8,1.0,0.634904949351534,0.8984798850760936,0.0
comfort_weighted,6,matching_weighted_ubc,8,1.0,0.6780751716380311,0.8583256703077506,0.0
comfort_weighted,6,wrong_cost_ubc,8,1.0,0.6525847797544784,0.9789283383174486,0.0
comfort_weighted,7,euclidean_ubc,8,1.0,0.5386393520247761,0.7654286740211425,0.0
comfort_weighted,7,matching_weighted_ubc,8,1.0,0.5509435917532766,0.7332986215785614,0.0
comfort_weighted,7,wrong_cost_ubc,8,1.0,0.5781983325342409,0.92707071613161,0.0
force_anisotropic,0,euclidean_ubc,8,1.0,0.5968294950008408,0.8229839789831958,0.0
force_anisotropic,0,matching_weighted_ubc,8,1.0,0.6091500476979023,0.7958609174288869,0.0
force_anisotropic,0,wrong_cost_ubc,8,1.0,0.6162337110492371,0.9073924672138618,0.0
force_anisotropic,1,euclidean_ubc,8,1.0,0.6489504428515231,1.0130903518434204,0.0
force_anisotropic,1,matching_weighted_ubc,8,1.0,0.6654138152731357,0.9833012324795276,0.0
force_anisotropic,1,wrong_cost_ubc,8,1.0,0.6802063757126521,1.1512136760029181,0.0
force_anisotropic,2,euclidean_ubc,8,1.0,0.5467594315655728,0.8871105197114281,0.0
force_anisotropic,2,matching_weighted_ubc,8,1.0,0.5587188227186518,0.8671289825304191,0.0
force_anisotropic,2,wrong_cost_ubc,8,1.0,0.561252838583654,0.942674948576188,0.0
force_anisotropic,3,euclidean_ubc,8,1.0,0.5524900449320223,0.8790426291390917,0.0
force_anisotropic,3,matching_weighted_ubc,8,1.0,0.5613323435930226,0.8586671796000033,0.0
force_anisotropic,3,wrong_cost_ubc,8,1.0,0.5701897245787828,0.966130204592474,0.0
force_anisotropic,4,euclidean_ubc,8,1.0,0.6313444935830671,0.9497927083410385,0.0
force_anisotropic,4,matching_weighted_ubc,8,1.0,0.669328359602352,0.905771868119606,0.0
force_anisotropic,4,wrong_cost_ubc,8,1.0,0.6423726230324524,1.0021583230239646,0.0
force_anisotropic,5,euclidean_ubc,8,1.0,0.6089185384279894,1.013722526713583,0.0
force_anisotropic,5,matching_weighted_ubc,8,1.0,0.6276395789436409,0.9789406130190534,0.0
force_anisotropic,5,wrong_cost_ubc,8,1.0,0.6234054551414588,1.1010757240525653,0.0
force_anisotropic,6,euclidean_ubc,8,1.0,0.5587703039435836,0.7921775296948925,0.0
force_anisotropic,6,matching_weighted_ubc,8,1.0,0.5709726800858596,0.7780516230709751,0.0
force_anisotropic,6,wrong_cost_ubc,8,1.0,0.5658886061577686,0.8310394368691376,0.0
force_anisotropic,7,euclidean_ubc,8,1.0,0.5960301315088496,0.7989739117916963,0.0
force_anisotropic,7,matching_weighted_ubc,8,1.0,0.6058955819995386,0.770644040349031,0.0
force_anisotropic,7,wrong_cost_ubc,8,1.0,0.6180655821826309,0.9050959016594533,0.0
isotropic,0,euclidean_ubc,8,1.0,0.6685026451005676,0.6685026451005676,0.0
isotropic,0,matching_weighted_ubc,8,1.0,0.6685026451005676,0.6685026451005676,0.0
isotropic,0,wrong_cost_ubc,8,1.0,0.6685026451005676,0.6685026451005676,0.0
isotropic,1,euclidean_ubc,8,1.0,0.5343268089124077,0.5343268089124077,0.0
isotropic,1,matching_weighted_ubc,8,1.0,0.5343268089124077,0.5343268089124077,0.0
isotropic,1,wrong_cost_ubc,8,1.0,0.5343268089124077,0.5343268089124077,0.0
isotropic,2,euclidean_ubc,8,1.0,0.542893508598384,0.542893508598384,0.0
isotropic,2,matching_weighted_ubc,8,1.0,0.542893508598384,0.542893508598384,0.0
isotropic,2,wrong_cost_ubc,8,1.0,0.542893508598384,0.542893508598384,0.0
isotropic,3,euclidean_ubc,8,1.0,0.5082954398915248,0.5082954398915248,0.0
isotropic,3,matching_weighted_ubc,8,1.0,0.5082954398915248,0.5082954398915248,0.0
isotropic,3,wrong_cost_ubc,8,1.0,0.5082954398915248,0.5082954398915248,0.0
isotropic,4,euclidean_ubc,8,1.0,0.633754796759757,0.633754796759757,0.0
isotropic,4,matching_weighted_ubc,8,1.0,0.633754796759757,0.633754796759757,0.0
isotropic,4,wrong_cost_ubc,8,1.0,0.633754796759757,0.633754796759757,0.0
