seed,method,trials,reachable_rate,overall_success,future_success,current_success,detects_unreachable,false_certificate,mean_norm,mean_min_margin,mean_rank,mean_null_dim
2,guard_no_projection,12,0.75,0.3333333333333333,0.4444444444444444,1.0,0.0,0.5555555555555556,1.5,-0.1844683890739366,3.0,0.0
2,no_future_context,12,0.75,0.0,0.0,1.0,0.0,1.0,0.34304669423118167,-0.6831053774100478,3.0,0.0
2,oracle_true_channel,12,0.75,0.75,1.0,1.0,1.0,0.0,0.906695021928026,0.0447307648424049,3.0,0.0
2,random_contexts,12,0.75,0.0,0.0,0.0,1.0,0.1111111111111111,2.8411664947090975,-1.7995592256198043,3.0,0.0
2,wrong_cost,12,0.75,0.75,1.0,1.0,1.0,0.0,0.6984364071238006,-2.220446049250313e-16,3.0,0.0
3,current_only,12,0.8333333333333334,0.08333333333333333,0.1,1.0,0.0,0.9,0.38337559915029157,-0.6150499728398869,3.0,0.0
3,estimated_no_guard,12,0.8333333333333334,0.3333333333333333,0.4,0.9,1.0,0.6,0.7622321295896514,-0.013001107078371283,3.0,0.0
3,full_UBC,12,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,0.0,0.6303811679431004,-2.581268532253489e-16,3.0,0.0
3,guard_no_projection,12,0.8333333333333334,0.5,0.6,0.8,0.0,0.4,1.5,0.053352718373711396,3.0,0.0
3,no_future_context,12,0.8333333333333334,0.08333333333333333,0.1,1.0,0.0,0.9,0.38337559915029157,-0.6150499728398869,3.0,0.0
3,oracle_true_channel,12,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,0.0,0.7999635452452276,0.05539828508961077,3.0,0.0
3,random_contexts,12,0.8333333333333334,0.0,0.0,0.0,1.0,0.0,,-0.9864541685700564,3.0,0.0
3,wrong_cost,12,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,0.0,0.6603933420008468,-2.525757381022231e-16,3.0,0.0
4,current_only,12,0.6666666666666666,0.0,0.0,1.0,0.0,1.0,0.2054118477524955,-0.7238301806355895,3.0,0.0
4,estimated_no_guard,12,0.6666666666666666,0.25,0.375,1.0,1.0,0.625,0.5621591109333308,-0.010348601795035061,3.0,0.0
4,full_UBC,12,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.0,0.5187324810981332,-2.706168622523819e-16,3.0,0.0
4,guard_no_projection,12,0.6666666666666666,0.3333333333333333,0.5,1.0,0.0,0.5,1.5,0.0678492345991329,3.0,0.0
4,no_future_context,12,0.6666666666666666,0.0,0.0,1.0,0.0,1.0,0.2054118477524955,-0.7238301806355895,3.0,0.0
4,oracle_true_channel,12,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.0,0.6369940011513701,0.042927132328558604,3.0,0.0
4,random_contexts,12,0.6666666666666666,0.0,0.0,0.125,1.0,0.25,2.72084028577867,-1.4718189583083068,3.0,0.0
4,wrong_cost,12,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.0,0.533430944742576,-4.85722573273506e-16,3.0,0.0
5,current_only,12,0.8333333333333334,0.0,0.0,1.0,0.0,1.0,0.3447924324365036,-0.29040870569694116,3.0,0.0
5,estimated_no_guard,12,0.8333333333333334,0.5,0.6,1.0,1.0,0.4,0.7121528160122502,0.013936392251264057,3.0,0.0
5,full_UBC,12,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,0.0,0.5605106768083197,-6.38378239159465e-17,3.0,0.0
5,guard_no_projection,12,0.8333333333333334,0.8333333333333334,1.0,1.0,0.0,0.0,1.5,0.2415615251403286,3.0,0.0
5,no_future_context,12,0.8333333333333334,0.0,0.0,1.0,0.0,1.0,0.3447924324365036,-0.29040870569694116,3.0,0.0
5,oracle_true_channel,12,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,0.0,0.7191232995256677,0.04012679581976129,3.0,0.0
5,random_contexts,12,0.8333333333333334,0.0,0.0,0.0,1.0,0.0,,-0.6231953626669852,3.0,0.0
5,wrong_cost,12,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,0.0,0.667399514738253,-1.582067810090848e-16,3.0,0.0
6,current_only,12,0.75,0.0,0.0,1.0,0.0,1.0,0.2424269840076809,-0.5425237178642426,3.0,0.0
6,estimated_no_guard,12,0.75,0.25,0.3333333333333333,0.8888888888888888,1.0,0.6666666666666666,0.6250476220471235,-0.00844771690762274,3.0,0.0
6,full_UBC,12,0.75,0.75,1.0,1.0,1.0,0.0,0.5221738153213896,-1.603655480014115e-16,3.0,0.0
6,guard_no_projection,12,0.75,0.5,0.6666666666666666,1.0,0.0,0.3333333333333333,1.5,0.09535052759735495,3.0,0.0
6,no_future_context,12,0.75,0.0,0.0,1.0,0.0,1.0,0.2424269840076809,-0.5425237178642426,3.0,0.0
6,oracle_true_channel,12,0.75,0.75,1.0,1.0,1.0,0.0,0.6786294469095577,0.042532066959528866,3.0,0.0
6,random_contexts,12,0.75,0.0,0.0,0.0,1.0,0.0,,-0.7334226206076409,3.0,0.0
6,wrong_cost,12,0.75,0.75,1.0,1.0,1.0,0.0,0.5405080243842438,-1.9737298215558337e-16,3.0,0.0
7,current_only,12,0.6666666666666666,0.0,0.0,1.0,0.0,1.0,0.34899615738561196,-0.16388108026210405,3.0,0.0
7,estimated_no_guard,12,0.6666666666666666,0.4166666666666667,0.625,1.0,1.0,0.375,0.7242343421500503,0.016448728754908427,3.0,0.0
7,full_UBC,12,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.0,0.5675028512908504,-5.204170427930421e-17,3.0,0.0
7,guard_no_projection,12,0.6666666666666666,0.5,0.75,1.0,0.0,0.25,1.5,0.21563896553776518,3.0,0.0
7,no_future_context,12,0.6666666666666666,0.0,0.0,1.0,0.0,1.0,0.34899615738561196,-0.16388108026210405,3.0,0.0
7,oracle_true_channel,12,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.0,0.7784698443143654,0.040001486456387,3.0,0.0
7,random_contexts,12,0.6666666666666666,0.0,0.0,0.0,1.0,0.25,1.175943018970821,-0.9267753934482378,3.0,0.0
7,wrong_cost,12,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.0,0.6663867530167606,-8.326672684688674e-17,3.0,0.0
8,current_only,12,0.5833333333333334,0.0,0.0,1.0,0.0,1.0,0.34207552500170074,-0.7026157722826081,3.0,0.0
8,estimated_no_guard,12,0.5833333333333334,0.25,0.42857142857142855,0.8571428571428571,1.0,0.5714285714285714,0.7693767641158697,-0.010481515651977467,3.0,0.0
8,full_UBC,12,0.5833333333333334,0.5833333333333334,1.0,1.0,1.0,0.0,0.6882444157459174,-8.128418573148467e-17,3.0,0.0
8,guard_no_projection,12,0.5833333333333334,0.16666666666666666,0.2857142857142857,0.8571428571428571,0.0,0.7142857142857143,1.5,-0.4134334129644743,3.0,0.0
8,no_future_context,12,0.5833333333333334,0.0,0.0,1.0,0.0,1.0,0.34207552500170074,-0.7026157722826081,3.0,0.0
8,oracle_true_channel,12,0.5833333333333334,0.5833333333333334,1.0,1.0,1.0,0.0,0.8549568768282424,0.03587960251361999,3.0,0.0
8,random_contexts,12,0.5833333333333334,0.0,0.0,0.0,1.0,0.0,,-0.9014861239710188,3.0,0.0
8,wrong_cost,12,0.5833333333333334,0.5833333333333334,1.0,1.0,1.0,0.0,0.7087712454449938,-5.551115123125783e-16,3.0,0.0
9,current_only,12,0.6666666666666666,0.0,0.0,1.0,0.0,1.0,0.29360837250968885,-0.602721728022263,3.0,0.0
9,estimated_no_guard,12,0.6666666666666666,0.5,0.75,1.0,1.0,0.25,0.6973610775865828,0.003275879942037251,3.0,0.0
9,full_UBC,12,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.0,0.5884842890087965,-1.4224732503009818e-16,3.0,0.0
9,guard_no_projection,12,0.6666666666666666,0.25,0.375,0.875,0.0,0.625,1.5,-0.08141050592745665,3.0,0.0
9,no_future_context,12,0.6666666666666666,0.0,0.0,1.0,0.0,1.0,0.29360837250968885,-0.602721728022263,3.0,0.0
9,oracle_true_channel,12,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.0,0.7236032871186171,0.044583492267662644,3.0,0.0
9,random_contexts,12,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,,-0.8369121735742533,3.0,0.0
9,wrong_cost,12,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.0,0.6049876021566628,-3.157196726277789e-16,3.0,0.0
10,current_only,12,0.75,0.0,0.0,1.0,0.0,1.0,0.311393620809884,-0.4782380126677625,3.0,0.0
10,estimated_no_guard,12,0.75,0.25,0.3333333333333333,1.0,1.0,0.6666666666666666,0.6887454817222105,-0.013797096671815933,3.0,0.0
10,full_UBC,12,0.75,0.75,1.0,1.0,1.0,0.0,0.4922623385003393,-1.0177044392397268e-16,3.0,0.0
10,guard_no_projection,12,0.75,0.5833333333333334,0.7777777777777778,1.0,0.0,0.2222222222222222,1.5,0.08339329190719003,3.0,0.0
10,no_future_context,12,0.75,0.0,0.0,1.0,0.0,1.0,0.311393620809884,-0.4782380126677625,3.0,0.0
10,oracle_true_channel,12,0.75,0.75,1.0,1.0,1.0,0.0,0.6852524142762201,0.042435603027902044,3.0,0.0
10,random_contexts,12,0.75,0.0,0.0,0.0,1.0,0.0,,-0.9307220621907439,3.0,0.0
10,wrong_cost,12,0.75,0.75,1.0,1.0,1.0,0.0,0.4997728448337,-5.2427198385076835e-17,3.0,0.0
11,current_only,12,0.75,0.0,0.0,1.0,0.0,1.0,0.4199071449447398,-0.26199554494564914,3.0,0.0
11,estimated_no_guard,12,0.75,0.5833333333333334,0.7777777777777778,1.0,1.0,0.2222222222222222,0.9758367658880545,0.045470175737984314,3.0,0.0
11,full_UBC,12,0.75,0.75,1.0,1.0,1.0,0.0,0.6259442832137052,0.0,3.0,0.0
11,guard_no_projection,12,0.75,0.5,0.6666666666666666,0.8888888888888888,0.0,0.3333333333333333,1.5,0.011273284337969845,3.0,0.0
11,no_future_context,12,0.75,0.0,0.0,1.0,0.0,1.0,0.4199071449447398,-0.26199554494564914,3.0,0.0
11,oracle_true_channel,12,0.75,0.75,1.0,1.0,1.0,0.0,0.7751467698813008,0.04148763094235857,3.0,0.0
11,random_contexts,12,0.75,0.0,0.0,0.0,1.0,0.0,,-0.4637081584352397,3.0,0.0
11,wrong_cost,12,0.75,0.75,1.0,1.0,1.0,0.0,0.6860293516460508,-3.793262000802618e-16,3.0,0.0
