d,contexts,null_prob,seed,method,trials,reachable_rate,overall_success,future_success,current_success,detects_unreachable,false_certificate,mean_norm,mean_min_margin,mean_rank,mean_null_dim
2,24,0.0,0,oracle_anchor,10,0.6,0.6,1.0,1.0,1.0,0.0,0.8352179742953968,0.038513133941243054,2.0,0.0
2,24,0.0,0,random_search,10,0.6,0.6,1.0,1.0,1.0,0.0,1.1000442418054186,0.03631895591993806,2.0,0.0
2,24,0.0,0,soft_penalty,10,0.6,0.0,0.0,0.8333333333333334,0.0,1.0,1.395967472793771,-1.8848644645109072,2.0,0.0
2,24,0.0,1,UBC,10,0.9,0.9,1.0,1.0,1.0,0.0,0.7656714924390695,-6.78469626159818e-17,2.0,0.0
2,24,0.0,1,current_only,10,0.9,0.0,0.0,1.0,0.0,1.0,0.44316984765965295,-0.782369599804249,2.0,0.0
2,24,0.0,1,gradient_line,10,0.9,0.6,0.6666666666666666,1.0,1.0,0.0,1.8366666666666664,-0.21678624651198586,2.0,0.0
2,24,0.0,1,least_squares,10,0.9,0.0,0.0,0.2222222222222222,0.0,1.0,0.5823215965112302,-0.23717772179949423,2.0,0.0
2,24,0.0,1,one_axis_current,10,0.9,0.0,0.0,1.0,0.0,1.0,0.4814586067791736,-0.8821402956474774,2.0,0.0
2,24,0.0,1,oracle_anchor,10,0.9,0.9,1.0,1.0,1.0,0.0,0.8962404765134742,0.04224977409638194,2.0,0.0
2,24,0.0,1,random_search,10,0.9,0.9,1.0,1.0,1.0,0.0,1.1371862309455167,0.037618664054083,2.0,0.0
2,24,0.0,1,soft_penalty,10,0.9,0.0,0.0,0.6666666666666666,0.0,1.0,1.014693114516862,-0.7312163598484673,2.0,0.0
2,24,0.0,2,UBC,10,0.9,0.9,1.0,1.0,1.0,0.0,0.8721023254127606,1.634495008475925e-16,2.0,0.0
2,24,0.0,2,current_only,10,0.9,0.0,0.0,1.0,0.0,1.0,0.5062080506484232,-1.0631652000192733,2.0,0.0
2,24,0.0,2,gradient_line,10,0.9,0.6,0.6666666666666666,0.8888888888888888,1.0,0.0,1.7866666666666664,-0.23106064124674386,2.0,0.0
2,24,0.0,2,least_squares,10,0.9,0.0,0.0,0.4444444444444444,0.0,1.0,0.6734641036281244,-0.27773163132994294,2.0,0.0
2,24,0.0,2,one_axis_current,10,0.9,0.0,0.0,1.0,0.0,1.0,0.5725381963367648,-1.193338592600727,2.0,0.0
2,24,0.0,2,oracle_anchor,10,0.9,0.9,1.0,1.0,1.0,0.0,1.0243498184714974,0.0618958087273744,2.0,0.0
2,24,0.0,2,random_search,10,0.9,0.9,1.0,1.0,1.0,0.0,1.2302547188013229,0.08464166587769664,2.0,0.0
2,24,0.0,2,soft_penalty,10,0.9,0.1,0.1111111111111111,0.7777777777777778,0.0,0.8888888888888888,0.8466004263992638,-0.027749538868072996,2.0,0.0
2,24,0.0,3,UBC,10,0.4,0.4,1.0,1.0,1.0,0.0,0.7159638045613881,-2.8449465006019636e-16,2.0,0.0
2,24,0.0,3,current_only,10,0.4,0.0,0.0,1.0,0.0,1.0,0.464839348952122,-0.6415666226276642,2.0,0.0
2,24,0.0,3,gradient_line,10,0.4,0.0,0.0,1.0,1.0,0.0,3.0,-0.5365315840094761,2.0,0.0
2,24,0.0,3,least_squares,10,0.4,0.0,0.0,0.5,0.0,1.0,0.5511649190192891,-0.2000463479974567,2.0,0.0
2,24,0.0,3,one_axis_current,10,0.4,0.0,0.0,1.0,0.0,1.0,0.5853262023014074,-0.6593153902371179,2.0,0.0
2,24,0.0,3,oracle_anchor,10,0.4,0.4,1.0,1.0,1.0,0.0,0.85065954575839,0.037652874343656,2.0,0.0
2,24,0.0,3,random_search,10,0.4,0.4,1.0,1.0,1.0,0.0,1.1679679445429527,0.04685065627702599,2.0,0.0
2,24,0.0,3,soft_penalty,10,0.4,0.0,0.0,1.0,0.0,1.0,1.2329820628151422,-0.02267395920118702,2.0,0.0
2,24,0.0,4,UBC,10,0.9,0.9,1.0,1.0,1.0,0.0,0.6095674216495618,-1.3877787807814457e-16,2.0,0.0
2,24,0.0,4,current_only,10,0.9,0.0,0.0,1.0,0.0,1.0,0.3388703705080409,-0.7241208889031636,2.0,0.0
2,24,0.0,4,gradient_line,10,0.9,0.7,0.7777777777777778,1.0,1.0,0.0,1.3166666666666667,-0.10290970574988638,2.0,0.0
2,24,0.0,4,least_squares,10,0.9,0.0,0.0,0.6666666666666666,0.0,1.0,0.4926341128618671,-0.2028410621148997,2.0,0.0
2,24,0.0,4,one_axis_current,10,0.9,0.0,0.0,1.0,0.0,1.0,0.3724326812908227,-0.8674952710732625,2.0,0.0
2,24,0.0,4,oracle_anchor,10,0.9,0.9,1.0,1.0,1.0,0.0,0.7159049839205885,0.034222128312980785,2.0,0.0
2,24,0.0,4,random_search,10,0.9,0.9,1.0,1.0,1.0,0.0,1.1015400698699702,0.09828863719313431,2.0,0.0
2,24,0.0,4,soft_penalty,10,0.9,0.0,0.0,1.0,0.0,1.0,0.8421125644514343,-0.5130190174912167,2.0,0.0
2,24,0.0,5,UBC,10,1.0,1.0,1.0,1.0,0.0,0.0,0.6861750692262556,-5.828670879282072e-17,2.0,0.0
2,24,0.0,5,current_only,10,1.0,0.0,0.0,1.0,0.0,1.0,0.45726859950187154,-0.6411312710722943,2.0,0.0
2,24,0.0,5,gradient_line,10,1.0,0.7,0.7,1.0,0.0,0.0,1.599,-0.10127039895805474,2.0,0.0
2,24,0.0,5,least_squares,10,1.0,0.0,0.0,0.0,0.0,1.0,0.5366352103611245,-0.20687116021805602,2.0,0.0
2,24,0.0,5,one_axis_current,10,1.0,0.0,0.0,1.0,0.0,1.0,0.5056425149659626,-0.7505064120154501,2.0,0.0
2,24,0.0,5,oracle_anchor,10,1.0,1.0,1.0,1.0,0.0,0.0,0.8057699300603218,0.03546356672657656,2.0,0.0
2,24,0.0,5,random_search,10,1.0,1.0,1.0,1.0,0.0,0.0,1.0833193726056325,0.08093671391559223,2.0,0.0
2,24,0.0,5,soft_penalty,10,1.0,0.0,0.0,0.7,0.0,1.0,0.8578116521277043,-0.5765525104549655,2.0,0.0
2,24,0.5,0,UBC,10,0.7,0.7,1.0,1.0,1.0,0.0,0.585173113624949,-5.551115123125783e-17,2.0,0.0
2,24,0.5,0,current_only,10,0.7,0.0,0.0,1.0,0.0,1.0,0.31506141287363887,-0.5540975776415358,2.0,0.0
2,24,0.5,0,gradient_line,10,0.7,0.4,0.5714285714285714,1.0,1.0,0.0,1.812857142857143,-0.13910911954332178,2.0,0.0
2,24,0.5,0,least_squares,10,0.7,0.0,0.0,0.8571428571428571,0.0,1.0,0.4589174481564135,-0.17575280696651405,2.0,0.0
2,24,0.5,0,one_axis_current,10,0.7,0.0,0.0,1.0,0.0,1.0,0.33529458928646616,-0.5118118632443076,2.0,0.0
2,24,0.5,0,oracle_anchor,10,0.7,0.7,1.0,1.0,1.0,0.0,0.6894666672250886,0.043539323684000646,2.0,0.0
2,24,0.5,0,random_search,10,0.7,0.7,1.0,1.0,1.0,0.0,0.8867066699988954,0.05488063740756876,2.0,0.0
2,24,0.5,0,soft_penalty,10,0.7,0.0,0.0,1.0,0.0,1.0,0.5624204402724626,-0.019870202733252507,2.0,0.0
2,24,0.5,1,UBC,10,0.7,0.7,1.0,1.0,1.0,0.0,0.6364455366621403,-6.740639792367021e-17,2.0,0.0
2,24,0.5,1,current_only,10,0.7,0.0,0.0,1.0,0.0,1.0,0.383765448484747,-0.558685421470008,2.0,0.0
2,24,0.5,1,gradient_line,10,0.7,0.6,0.8571428571428571,1.0,1.0,0.0,1.17,-0.11045741812398753,2.0,0.0
2,24,0.5,1,least_squares,10,0.7,0.0,0.0,0.7142857142857143,0.0,1.0,0.5357648175168953,-0.16963793016074558,2.0,0.0
2,24,0.5,1,one_axis_current,10,0.7,0.0,0.0,1.0,0.0,1.0,0.41802325987115824,-0.6436868142445037,2.0,0.0
2,24,0.5,1,oracle_anchor,10,0.7,0.7,1.0,1.0,1.0,0.0,0.7802238808567665,0.04220466928647187,2.0,0.0
2,24,0.5,1,random_search,10,0.7,0.7,1.0,1.0,1.0,0.0,0.9350451933694375,0.06110163835361781,2.0,0.0
2,24,0.5,1,soft_penalty,10,0.7,0.0,0.0,0.8571428571428571,0.0,1.0,0.6002351887175312,-0.022124034872228273,2.0,0.0
2,24,0.5,2,UBC,10,0.5,0.5,1.0,1.0,1.0,0.0,0.7301185709608655,-5.551115123125783e-18,2.0,0.0
2,24,0.5,2,current_only,10,0.5,0.0,0.0,1.0,0.0,1.0,0.47190735882695983,-0.49427085449046937,2.0,0.0
2,24,0.5,2,gradient_line,10,0.5,0.4,0.8,1.0,1.0,0.0,1.182,-0.11012302164646855,2.0,0.0
2,24,0.5,2,least_squares,10,0.5,0.0,0.0,0.4,0.0,1.0,0.5675709474219475,-0.1108333097277249,2.0,0.0
2,24,0.5,2,one_axis_current,10,0.5,0.0,0.0,1.0,0.0,1.0,0.49311252085826596,-0.5523367367657966,2.0,0.0
2,24,0.5,2,oracle_anchor,10,0.5,0.5,1.0,1.0,1.0,0.0,0.8730860860921708,0.033334304171545516,2.0,0.0
2,24,0.5,2,random_search,10,0.5,0.5,1.0,1.0,1.0,0.0,1.0129095660664764,0.04406739879223496,2.0,0.0
2,24,0.5,2,soft_penalty,10,0.5,0.0,0.0,0.8,0.0,1.0,0.6432937265580518,-0.03654169232612557,2.0,0.0
2,24,0.5,3,UBC,10,0.4,0.4,1.0,1.0,1.0,0.0,0.5955907568588201,-4.85722573273506e-17,2.0,0.0
2,24,0.5,3,current_only,10,0.4,0.0,0.0,1.0,0.0,1.0,0.36214233021398196,-0.28034354988660876,2.0,0.0
2,24,0.5,3,gradient_line,10,0.4,0.3,0.75,1.0,1.0,0.0,1.695,-0.03704038634247727,2.0,0.0
2,24,0.5,3,least_squares,10,0.4,0.0,0.0,0.75,0.0,1.0,0.72313997697035,-0.1375797822729413,2.0,0.0
2,24,0.5,3,one_axis_current,10,0.4,0.0,0.0,1.0,0.0,1.0,0.4023065837567972,-0.3485422408626062,2.0,0.0
2,24,0.5,3,oracle_anchor,10,0.4,0.4,1.0,1.0,1.0,0.0,0.6999700864426833,0.029608616524573743,2.0,0.0
2,24,0.5,3,random_search,10,0.4,0.4,1.0,1.0,1.0,0.0,0.756673201821338,0.033515650649347875,2.0,0.0
2,24,0.5,3,soft_penalty,10,0.4,0.0,0.0,0.75,0.0,1.0,0.5416358313912231,-0.023251125253335135,2.0,0.0
2,24,0.5,4,UBC,10,1.0,1.0,1.0,1.0,0.0,0.0,0.6903896928696238,9.992007221626409e-17,2.0,0.0
2,24,0.5,4,current_only,10,1.0,0.0,0.0,1.0,0.0,1.0,0.4073277246923136,-0.6255919215331074,2.0,0.0
2,24,0.5,4,gradient_line,10,1.0,0.9,0.9,1.0,0.0,0.0,1.128,-0.05336543228854727,2.0,0.0
2,24,0.5,4,least_squares,10,1.0,0.0,0.0,0.6,0.0,1.0,0.5616501297562568,-0.1875061057284036,2.0,0.0
2,24,0.5,4,one_axis_current,10,1.0,0.0,0.0,1.0,0.0,1.0,0.46181988756346337,-0.6810129274362573,2.0,0.0
2,24,0.5,4,oracle_anchor,10,1.0,1.0,1.0,1.0,0.0,0.0,0.8118800657534282,0.03223351663049483,2.0,0.0
2,24,0.5,4,random_search,10,1.0,1.0,1.0,1.0,0.0,0.0,1.0323532658431485,0.06363956525040097,2.0,0.0
2,24,0.5,4,soft_penalty,10,1.0,0.0,0.0,0.8,0.0,1.0,0.6430458263092762,-0.024932636468301905,2.0,0.0
2,24,0.5,5,UBC,10,0.8,0.8,1.0,1.0,1.0,0.0,0.6804856760639795,6.938893903907228e-17,2.0,0.0
2,24,0.5,5,current_only,10,0.8,0.0,0.0,1.0,0.0,1.0,0.34093585383333963,-0.5098366630836116,2.0,0.0
2,24,0.5,5,gradient_line,10,0.8,0.7,0.875,1.0,1.0,0.0,1.1737499999999998,-0.07985551064372887,2.0,0.0
2,24,0.5,5,least_squares,10,0.8,0.0,0.0,0.5,0.0,1.0,0.580837526097826,-0.13672330078288827,2.0,0.0
2,24,0.5,5,one_axis_current,10,0.8,0.0,0.0,1.0,0.0,1.0,0.3748939717301389,-0.5663278399217533,2.0,0.0
2,24,0.5,5,oracle_anchor,10,0.8,0.8,1.0,1.0,1.0,0.0,0.8168986917415986,0.037299233295753534,2.0,0.0
2,24,0.5,5,random_search,10,0.8,0.8,1.0,1.0,1.0,0.0,0.8532772230053614,0.031069975631125724,2.0,0.0
2,24,0.5,5,soft_penalty,10,0.8,0.0,0.0,0.875,0.0,1.0,0.6122105820906736,-0.0296496199142961,2.0,0.0
3,3,0.0,0,UBC,10,0.8,0.8,1.0,1.0,1.0,0.0,0.40965356383670826,-9.367506770274758e-17,2.8,0.2
3,3,0.0,0,current_only,10,0.8,0.0,0.0,1.0,0.0,1.0,0.18538254373052465,-0.5348273027764675,2.8,0.2
3,3,0.0,0,gradient_line,10,0.8,0.7,0.875,1.0,1.0,0.0,0.88875,-0.17271577006329547,2.8,0.2
3,3,0.0,0,least_squares,10,0.8,0.8,1.0,1.0,0.0,0.0,0.5634273217512614,-4.354155924701786e-16,2.8,0.2
3,3,0.0,0,one_axis_current,10,0.8,0.0,0.0,1.0,0.0,1.0,0.2099456033883131,-0.5903994429430708,2.8,0.2
3,3,0.0,0,oracle_anchor,10,0.8,0.8,1.0,1.0,1.0,0.0,0.7805459392547045,0.08147358869799304,2.8,0.2
3,3,0.0,0,random_search,10,0.8,0.8,1.0,1.0,1.0,0.0,1.222693292469442,0.330992526003955,2.8,0.2
3,3,0.0,0,soft_penalty,10,0.8,0.0,0.0,0.5,0.0,1.0,0.39846506362679013,-0.017669820151130416,2.8,0.2
3,3,0.0,1,UBC,10,0.8,0.8,1.0,1.0,1.0,0.0,0.4858598488629436,-1.1449174941446927e-16,2.8,0.2
3,3,0.0,1,current_only,10,0.8,0.0,0.0,1.0,0.0,1.0,0.20503887513476463,-0.39434009703963135,2.8,0.2
3,3,0.0,1,gradient_line,10,0.8,0.7,0.875,1.0,1.0,0.0,1.2937500000000002,0.0016604135397937786,2.8,0.2
3,3,0.0,1,least_squares,10,0.8,0.8,1.0,1.0,0.0,0.0,0.5166087938119767,-1.2663481374630692e-16,2.8,0.2
3,3,0.0,1,one_axis_current,10,0.8,0.0,0.0,1.0,0.0,1.0,0.2560915630362402,-0.419762897351018,2.8,0.2
3,3,0.0,1,oracle_anchor,10,0.8,0.8,1.0,1.0,1.0,0.0,0.7690335878421067,0.08017358046380971,2.8,0.2
3,3,0.0,1,random_search,10,0.8,0.8,1.0,1.0,1.0,0.0,0.9684135979742146,0.24959270534238898,2.8,0.2
3,3,0.0,1,soft_penalty,10,0.8,0.0,0.0,0.25,0.0,1.0,0.4542100634424281,-0.025120083820250237,2.8,0.2
3,3,0.0,2,UBC,10,0.8,0.8,1.0,1.0,1.0,0.0,0.44877714815065883,-7.28583859910259e-17,2.8,0.2
3,3,0.0,2,current_only,10,0.8,0.0,0.0,1.0,0.0,1.0,0.2854018344696193,-0.37092947088344747,2.8,0.2
3,3,0.0,2,gradient_line,10,0.8,0.6,0.75,1.0,1.0,0.0,1.2375,-0.22818856045078634,2.8,0.2
3,3,0.0,2,least_squares,10,0.8,0.7,0.875,0.875,0.0,0.125,0.978183895256901,-0.03397767364086575,2.8,0.2
3,3,0.0,2,one_axis_current,10,0.8,0.0,0.0,1.0,0.0,1.0,0.32526280144692615,-0.39600443021360215,2.8,0.2
3,3,0.0,2,oracle_anchor,10,0.8,0.8,1.0,1.0,1.0,0.0,0.757257926076916,0.12855244066120342,2.8,0.2
3,3,0.0,2,random_search,10,0.8,0.8,1.0,1.0,1.0,0.0,0.9777722238585305,0.22259541794892343,2.8,0.2
3,3,0.0,2,soft_penalty,10,0.8,0.0,0.0,0.375,0.0,1.0,0.42218357075044394,-0.018839509628053214,2.8,0.2
3,3,0.0,3,UBC,10,0.6,0.6,1.0,1.0,1.0,0.0,0.4546432572450443,-6.013708050052931e-17,2.6,0.4
3,3,0.0,3,current_only,10,0.6,0.1,0.16666666666666666,1.0,0.0,0.8333333333333334,0.3115346980361435,-0.42881869665045586,2.6,0.4
3,3,0.0,3,gradient_line,10,0.6,0.6,1.0,1.0,1.0,0.0,0.9149999999999999,0.012603976243791845,2.6,0.4
3,3,0.0,3,least_squares,10,0.6,0.6,1.0,1.0,0.0,0.0,0.4934971111976261,-1.6653345369377348e-16,2.6,0.4
3,3,0.0,3,one_axis_current,10,0.6,0.0,0.0,1.0,0.0,1.0,0.3556030011407089,-0.42131077386464666,2.6,0.4
3,3,0.0,3,oracle_anchor,10,0.6,0.6,1.0,1.0,1.0,0.0,0.750716237272767,0.0887711690664984,2.6,0.4
3,3,0.0,3,random_search,10,0.6,0.6,1.0,1.0,1.0,0.0,0.92629308696888,0.1399363712437942,2.6,0.4
3,3,0.0,3,soft_penalty,10,0.6,0.0,0.0,0.0,0.0,1.0,0.4375391273114891,-0.01783951812459675,2.6,0.4
3,3,0.0,4,UBC,10,0.6,0.6,1.0,1.0,1.0,0.0,0.6193368970363665,-6.013708050052931e-17,2.6,0.4
3,3,0.0,4,current_only,10,0.6,0.0,0.0,1.0,0.0,1.0,0.4337378178460934,-0.40005003853249765,2.6,0.4
3,3,0.0,4,gradient_line,10,0.6,0.4,0.6666666666666666,0.8333333333333334,1.0,0.0,1.6200000000000003,-0.8149928209744104,2.6,0.4
3,3,0.0,4,least_squares,10,0.6,0.6,1.0,1.0,0.0,0.0,0.8502317281605339,-1.3415194880887307e-16,2.6,0.4
3,3,0.0,4,one_axis_current,10,0.6,0.0,0.0,1.0,0.0,1.0,0.5652368103930422,-0.8289538489213838,2.6,0.4
3,3,0.0,4,oracle_anchor,10,0.6,0.6,1.0,1.0,1.0,0.0,0.933765987019162,0.09031971154621099,2.6,0.4
3,3,0.0,4,random_search,10,0.6,0.6,1.0,1.0,1.0,0.0,1.0637805998065302,0.1262952465024776,2.6,0.4
3,3,0.0,4,soft_penalty,10,0.6,0.0,0.0,0.0,0.0,1.0,0.5899313630787978,-0.03236935486478861,2.6,0.4
3,3,0.0,5,UBC,10,0.7,0.7,1.0,1.0,1.0,0.0,0.5079269565016331,-1.5463820700136108e-16,2.7,0.3
3,3,0.0,5,current_only,10,0.7,0.0,0.0,1.0,0.0,1.0,0.32413498465889184,-0.45206613549058144,2.7,0.3
3,3,0.0,5,gradient_line,10,0.7,0.4,0.5714285714285714,1.0,1.0,0.0,1.5814285714285714,-0.6010915564100964,2.7,0.3
3,3,0.0,5,least_squares,10,0.7,0.7,1.0,1.0,0.0,0.0,0.5290071845993735,-2.279922282712375e-16,2.7,0.3
3,3,0.0,5,one_axis_current,10,0.7,0.0,0.0,1.0,0.0,1.0,0.4161172958072535,-0.4917603143769784,2.7,0.3
3,3,0.0,5,oracle_anchor,10,0.7,0.7,1.0,1.0,1.0,0.0,0.8969527789685943,0.09701128629480404,2.7,0.3
3,3,0.0,5,random_search,10,0.7,0.7,1.0,1.0,1.0,0.0,1.125230885275084,0.1676163837791377,2.7,0.3
3,3,0.0,5,soft_penalty,10,0.7,0.0,0.0,0.2857142857142857,0.0,1.0,0.48821660469626255,-0.02469234859685831,2.7,0.3
3,3,0.5,0,UBC,10,0.8,0.8,1.0,1.0,1.0,0.0,0.4446079706117511,-1.0408340855860843e-16,2.8,0.2
3,3,0.5,0,current_only,10,0.8,0.0,0.0,1.0,0.0,1.0,0.19496838521265059,-0.5462433942017646,2.8,0.2
3,3,0.5,0,gradient_line,10,0.8,0.6,0.75,0.875,1.0,0.0,1.185,-0.3411451870003487,2.8,0.2
3,3,0.5,0,least_squares,10,0.8,0.7,0.875,0.875,0.0,0.125,0.9347766979182679,-0.002512277826037643,2.8,0.2
3,3,0.5,0,one_axis_current,10,0.8,0.0,0.0,1.0,0.0,1.0,0.21390633308909704,-0.5823213505461552,2.8,0.2
3,3,0.5,0,oracle_anchor,10,0.8,0.8,1.0,1.0,1.0,0.0,0.7805459392547045,0.08435595189666267,2.8,0.2
3,3,0.5,0,random_search,10,0.8,0.8,1.0,1.0,1.0,0.0,1.1586539005602434,0.2555289530640479,2.8,0.2
3,3,0.5,0,soft_penalty,10,0.8,0.0,0.0,0.625,0.0,1.0,0.4213335028905083,-0.024379476098163953,2.8,0.2
3,3,0.5,1,UBC,10,0.8,0.8,1.0,1.0,1.0,0.0,0.48369001252829713,-3.8163916471489756e-17,2.8,0.2
3,3,0.5,1,current_only,10,0.8,0.1,0.125,1.0,0.0,0.875,0.2521812076019235,-0.2684615369621872,2.8,0.2
3,3,0.5,1,gradient_line,10,0.8,0.6,0.75,1.0,1.0,0.0,1.3725,-0.2897233587031647,2.8,0.2
3,3,0.5,1,least_squares,10,0.8,0.7,0.875,0.875,0.0,0.125,0.8099360561736993,-0.02778527746606341,2.8,0.2
3,3,0.5,1,one_axis_current,10,0.8,0.1,0.125,1.0,0.0,0.875,0.2869578504665095,-0.26020237039367455,2.8,0.2
3,3,0.5,1,oracle_anchor,10,0.8,0.8,1.0,1.0,1.0,0.0,0.7956513980025974,0.08043951893682616,2.8,0.2
3,3,0.5,1,random_search,10,0.8,0.8,1.0,1.0,1.0,0.0,1.039909547782586,0.21271407108504226,2.8,0.2
3,3,0.5,1,soft_penalty,10,0.8,0.0,0.0,0.375,0.0,1.0,0.4408608431837139,-0.02525544991964816,2.8,0.2
3,3,0.5,2,UBC,10,0.7,0.7,1.0,1.0,1.0,0.0,0.5343187110152325,1.586032892321652e-17,2.7,0.3
3,3,0.5,2,current_only,10,0.7,0.2,0.2857142857142857,1.0,0.0,0.7142857142857143,0.38611082887345516,-0.3112901562267802,2.7,0.3
3,3,0.5,2,gradient_line,10,0.7,0.6,0.8571428571428571,0.8571428571428571,1.0,0.0,1.0799999999999998,-0.5008072984077392,2.7,0.3
3,3,0.5,2,least_squares,10,0.7,0.6,0.8571428571428571,0.8571428571428571,0.0,0.14285714285714285,1.2563094207756011,-0.04103461160455756,2.7,0.3
3,3,0.5,2,one_axis_current,10,0.7,0.2,0.2857142857142857,1.0,0.0,0.7142857142857143,0.4999020322763256,-0.25807747339629794,2.7,0.3
3,3,0.5,2,oracle_anchor,10,0.7,0.7,1.0,1.0,1.0,0.0,0.7085290113988698,0.08766464882471361,2.7,0.3
3,3,0.5,2,random_search,10,0.7,0.7,1.0,1.0,1.0,0.0,0.8994133870893358,0.0846147687849996,2.7,0.3
3,3,0.5,2,soft_penalty,10,0.7,0.0,0.0,0.2857142857142857,0.0,1.0,0.46733981275764025,-0.03296269978154514,2.7,0.3
3,3,0.5,3,UBC,10,0.6,0.6,1.0,1.0,1.0,0.0,0.47820958657859886,-2.0816681711721685e-17,2.6,0.4
3,3,0.5,3,current_only,10,0.6,0.1,0.16666666666666666,1.0,0.0,0.8333333333333334,0.28961838394234435,-0.28480282112934474,2.6,0.4
3,3,0.5,3,gradient_line,10,0.6,0.5,0.8333333333333334,1.0,1.0,0.0,1.015,-0.3797111777833811,2.6,0.4
3,3,0.5,3,least_squares,10,0.6,0.4,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,2.031407086686236,-0.035401006019957264,2.6,0.4
3,3,0.5,3,one_axis_current,10,0.6,0.1,0.16666666666666666,1.0,0.0,0.8333333333333334,0.3538000089352777,-0.36812298595813514,2.6,0.4
3,3,0.5,3,oracle_anchor,10,0.6,0.6,1.0,1.0,1.0,0.0,0.6848228277910678,0.08239514550685388,2.6,0.4
3,3,0.5,3,random_search,10,0.6,0.6,1.0,1.0,1.0,0.0,0.8296354897411086,0.12215333463521814,2.6,0.4
3,3,0.5,3,soft_penalty,10,0.6,0.0,0.0,0.3333333333333333,0.0,1.0,0.4294258822931915,-0.03020342561799577,2.6,0.4
3,3,0.5,4,UBC,10,0.5,0.5,1.0,1.0,1.0,0.0,0.6129926836895793,1.1102230246251566e-17,2.5,0.5
3,3,0.5,4,current_only,10,0.5,0.1,0.2,1.0,0.0,0.8,0.48768983455394793,-0.1647732293856521,2.5,0.5
3,3,0.5,4,gradient_line,10,0.5,0.4,0.8,0.8,1.0,0.0,1.1460000000000001,-0.5469624240098097,2.5,0.5
3,3,0.5,4,least_squares,10,0.5,0.3,0.6,0.6,0.0,0.4,1.7691494663627985,-0.05661100976127894,2.5,0.5
3,3,0.5,4,one_axis_current,10,0.5,0.1,0.2,1.0,0.0,0.8,0.6740005062146295,-0.1823405471144236,2.5,0.5
3,3,0.5,4,oracle_anchor,10,0.5,0.5,1.0,1.0,1.0,0.0,0.9155345605465499,0.0833070148596851,2.5,0.5
3,3,0.5,4,random_search,10,0.5,0.5,1.0,1.0,1.0,0.0,0.8952620649304034,0.08325774996520727,2.5,0.5
3,3,0.5,4,soft_penalty,10,0.5,0.0,0.0,0.2,0.0,1.0,0.46088065647847065,-0.047316040313889605,2.5,0.5
3,3,0.5,5,UBC,10,0.7,0.7,1.0,1.0,1.0,0.0,0.5329193380704262,-1.2688263138573217e-16,2.7,0.3
3,3,0.5,5,current_only,10,0.7,0.0,0.0,1.0,0.0,1.0,0.33676024661330567,-0.34581328201286526,2.7,0.3
3,3,0.5,5,gradient_line,10,0.7,0.5,0.7142857142857143,1.0,1.0,0.0,1.26,-0.5883511238454943,2.7,0.3
3,3,0.5,5,least_squares,10,0.7,0.7,1.0,1.0,0.0,0.0,0.8036332363097001,5.352861011585576e-17,2.7,0.3
3,3,0.5,5,one_axis_current,10,0.7,0.0,0.0,1.0,0.0,1.0,0.40763250382920496,-0.320298787084353,2.7,0.3
3,3,0.5,5,oracle_anchor,10,0.7,0.7,1.0,1.0,1.0,0.0,0.8969527789685943,0.07027449709981079,2.7,0.3
3,3,0.5,5,random_search,10,0.7,0.7,1.0,1.0,1.0,0.0,1.0279405861804984,0.11877139515440745,2.7,0.3
3,3,0.5,5,soft_penalty,10,0.7,0.0,0.0,0.2857142857142857,0.0,1.0,0.4570448343120194,-0.0383732890565262,2.7,0.3
3,12,0.0,0,UBC,10,0.8,0.8,1.0,1.0,1.0,0.0,0.6042367444092517,-3.365363543395006e-16,3.0,0.0
3,12,0.0,0,current_only,10,0.8,0.0,0.0,1.0,0.0,1.0,0.17362829365169705,-0.9714950300882439,3.0,0.0
3,12,0.0,0,gradient_line,10,0.8,0.4,0.5,0.75,1.0,0.0,2.05875,-0.3537022959685924,3.0,0.0
3,12,0.0,0,least_squares,10,0.8,0.0,0.0,0.875,0.0,1.0,0.5098941771599884,-0.1214659615770515,3.0,0.0
3,12,0.0,0,one_axis_current,10,0.8,0.0,0.0,1.0,0.0,1.0,0.2033385813897517,-1.0729620340719745,3.0,0.0
3,12,0.0,0,oracle_anchor,10,0.8,0.8,1.0,1.0,1.0,0.0,0.737633504337238,0.051480559637630784,3.0,0.0
3,12,0.0,0,random_search,10,0.8,0.8,1.0,1.0,1.0,0.0,1.8463484972836182,0.19150686231407477,3.0,0.0
3,12,0.0,0,soft_penalty,10,0.8,0.1,0.125,0.75,0.0,0.875,0.9999245394177936,-0.8276818580897297,3.0,0.0
3,12,0.0,1,UBC,10,0.8,0.8,1.0,1.0,1.0,0.0,0.5763996249979676,-1.0061396160665481e-16,3.0,0.0
3,12,0.0,1,current_only,10,0.8,0.0,0.0,1.0,0.0,1.0,0.2510296777462477,-0.7523876484997623,3.0,0.0
3,12,0.0,1,gradient_line,10,0.8,0.5,0.625,0.875,1.0,0.0,1.76625,-0.5034404110348855,3.0,0.0
3,12,0.0,1,least_squares,10,0.8,0.0,0.0,0.625,0.0,1.0,0.46886970139796924,-0.15175875732944843,3.0,0.0
3,12,0.0,1,one_axis_current,10,0.8,0.0,0.0,1.0,0.0,1.0,0.3123132650361355,-0.8270787746469475,3.0,0.0
