seed,method,trials,reachable_rate,overall_success,future_success,current_success,detects_unreachable,false_certificate,mean_norm,mean_min_margin,mean_rank,mean_null_dim
0,UBC,14,1.0,1.0,1.0,1.0,0.0,0.0,0.6743587437294029,-1.0507467911630945e-16,3.0,0.0
0,coactive_direction,14,1.0,0.35714285714285715,0.35714285714285715,0.9285714285714286,0.0,0.6428571428571429,0.9718407988256583,-0.6089179421039149,3.0,0.0
0,margin_penalty,14,1.0,0.0,0.0,0.42857142857142855,0.0,1.0,0.6225606778982271,-0.0273856853969316,3.0,0.0
0,reward_gradient,14,1.0,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.0,0.0,1.3800000000000001,-0.2542770963649151,3.0,0.0
0,robust_ubc,14,1.0,1.0,1.0,1.0,0.0,0.0,1.1145556216188186,0.08790692331538526,3.0,0.0
0,safe_large_guard,14,1.0,1.0,1.0,1.0,0.0,0.0,1.358983356802833,0.19999999999999976,3.0,0.0
0,sequential_greedy,14,1.0,0.8571428571428571,0.8571428571428571,1.0,0.0,0.0,0.704035893091482,-0.0004109775842521178,3.0,0.0
1,UBC,14,0.9285714285714286,0.9285714285714286,1.0,1.0,1.0,0.0,0.5012906072348429,-4.526293869625638e-16,3.0,0.0
1,coactive_direction,14,0.9285714285714286,0.0,0.0,1.0,0.0,1.0,0.9523980059849613,-1.1409899482383221,3.0,0.0
1,margin_penalty,14,0.9285714285714286,0.0,0.0,0.6153846153846154,0.0,1.0,0.47402919523171394,-0.018412181563376595,3.0,0.0
1,reward_gradient,14,0.9285714285714286,0.5714285714285714,0.6153846153846154,1.0,1.0,0.0,1.7792307692307692,-0.18048086309276445,3.0,0.0
1,robust_ubc,14,0.9285714285714286,0.9285714285714286,1.0,1.0,1.0,0.0,0.6964789443375913,0.07102778596353106,3.0,0.0
1,safe_large_guard,14,0.9285714285714286,0.9285714285714286,1.0,1.0,1.0,0.0,0.9663697292753272,0.19999999999999934,3.0,0.0
1,sequential_greedy,14,0.9285714285714286,0.5714285714285714,0.6153846153846154,0.8461538461538461,1.0,0.0,0.527143897437555,-0.0003788153672347237,3.0,0.0
2,UBC,14,0.8571428571428571,0.8571428571428571,1.0,1.0,1.0,0.0,0.6142304439893501,-1.4340380734741606e-16,3.0,0.0
2,coactive_direction,14,0.8571428571428571,0.14285714285714285,0.16666666666666666,1.0,0.0,0.8333333333333334,0.986032776747566,-0.9597823543054966,3.0,0.0
2,margin_penalty,14,0.8571428571428571,0.0,0.0,0.9166666666666666,0.0,1.0,0.5833500957009066,-0.023840661351052565,3.0,0.0
2,reward_gradient,14,0.8571428571428571,0.5,0.5833333333333334,0.9166666666666666,1.0,0.0,1.665,-0.4213999437534255,3.0,0.0
2,robust_ubc,14,0.8571428571428571,0.8571428571428571,1.0,1.0,1.0,0.0,0.8591174807246937,0.06726975600668733,3.0,0.0
