d,contexts,null_prob,method,trials,reachable_rate,overall_success,future_success,current_success,detects_unreachable,false_certificate,mean_norm,mean_min_margin,mean_rank,mean_null_dim
3,24,0.5,gradient_line,60,0.7833333333333333,0.5166666666666667,0.6595744680851063,0.9574468085106383,1.0,0.0,1.8146808510638297,-0.2508059132325944,3.0,0.0
3,24,0.5,least_squares,60,0.7833333333333333,0.0,0.0,0.5319148936170213,0.0,1.0,0.677827938305044,-0.16615035974864034,3.0,0.0
3,24,0.5,one_axis_current,60,0.7833333333333333,0.0,0.0,1.0,0.0,1.0,0.35813104134445695,-0.8384153951945083,3.0,0.0
3,24,0.5,oracle_anchor,60,0.7833333333333333,0.7833333333333333,1.0,1.0,1.0,0.0,0.804391273889636,0.042049255934159056,3.0,0.0
3,24,0.5,random_search,60,0.7833333333333333,0.7,0.8936170212765957,0.8936170212765957,1.0,0.0,1.3998063923935273,-0.06977696365648305,3.0,0.0
3,24,0.5,soft_penalty,60,0.7833333333333333,0.016666666666666666,0.02127659574468085,0.8297872340425532,0.0,0.9787234042553191,1.13127757134063,-0.9633373749698652,3.0,0.0
5,3,0.0,UBC,60,0.8166666666666667,0.8166666666666667,1.0,1.0,1.0,0.0,0.38305589684674196,-1.3283025473193837e-16,2.816666666666667,2.183333333333333
5,3,0.0,current_only,60,0.8166666666666667,0.05,0.061224489795918366,1.0,0.0,0.9387755102040817,0.20452388411279412,-0.49416888677580245,2.816666666666667,2.183333333333333
5,3,0.0,gradient_line,60,0.8166666666666667,0.5833333333333334,0.7142857142857143,0.8979591836734694,1.0,0.0,1.216530612244898,-0.3584850640655733,2.816666666666667,2.183333333333333
5,3,0.0,least_squares,60,0.8166666666666667,0.8166666666666667,1.0,1.0,0.0,0.0,0.4151449323777901,-2.364888330515321e-16,2.816666666666667,2.183333333333333
5,3,0.0,one_axis_current,60,0.8166666666666667,0.05,0.061224489795918366,1.0,0.0,0.9387755102040817,0.26421457995399933,-0.5082978329897635,2.816666666666667,2.183333333333333
5,3,0.0,oracle_anchor,60,0.8166666666666667,0.8166666666666667,1.0,1.0,1.0,0.0,0.776329195214088,0.10525562189759727,2.816666666666667,2.183333333333333
5,3,0.0,random_search,60,0.8166666666666667,0.8166666666666667,1.0,1.0,1.0,0.0,1.4380200851614318,0.3634003641942131,2.816666666666667,2.183333333333333
5,3,0.0,soft_penalty,60,0.8166666666666667,0.06666666666666667,0.08163265306122448,0.32653061224489793,0.0,0.9183673469387755,0.3757475969454299,-0.012987756723486881,2.816666666666667,2.183333333333333
5,3,0.5,UBC,60,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,0.0,0.39370227031141547,-1.0269562977782698e-16,2.8333333333333335,2.1666666666666665
5,3,0.5,current_only,60,0.8333333333333334,0.05,0.06,1.0,0.0,0.94,0.22419830383805855,-0.44482209683944535,2.8333333333333335,2.1666666666666665
5,3,0.5,gradient_line,60,0.8333333333333334,0.6166666666666667,0.74,0.94,1.0,0.0,1.182,-0.2816326854882303,2.8333333333333335,2.1666666666666665
5,3,0.5,least_squares,60,0.8333333333333334,0.8166666666666667,0.98,0.98,0.0,0.02,0.5331451611799902,-0.001354972922950377,2.8333333333333335,2.1666666666666665
5,3,0.5,one_axis_current,60,0.8333333333333334,0.03333333333333333,0.04,1.0,0.0,0.96,0.2749955986784615,-0.4570102453031437,2.8333333333333335,2.1666666666666665
5,3,0.5,oracle_anchor,60,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,0.0,0.7622622490276254,0.09418819891241732,2.8333333333333335,2.1666666666666665
5,3,0.5,random_search,60,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,0.0,1.4058707551358198,0.35085082221630287,2.8333333333333335,2.1666666666666665
5,3,0.5,soft_penalty,60,0.8333333333333334,0.05,0.06,0.44,0.0,0.94,0.3825274254847366,-0.013451656891133892,2.8333333333333335,2.1666666666666665
5,12,0.0,UBC,60,0.7666666666666667,0.7666666666666667,1.0,1.0,1.0,0.0,0.6463054504533297,-3.674596858677828e-16,5.0,0.0
5,12,0.0,current_only,60,0.7666666666666667,0.0,0.0,1.0,0.0,1.0,0.2185129628961184,-1.0723695543301661,5.0,0.0
5,12,0.0,gradient_line,60,0.7666666666666667,0.21666666666666667,0.2826086956521739,0.9347826086956522,1.0,0.0,2.529782608695652,-0.8768125676431489,5.0,0.0
5,12,0.0,least_squares,60,0.7666666666666667,0.0,0.0,0.6086956521739131,0.0,1.0,0.5717944972581753,-0.1253129459955379,5.0,0.0
5,12,0.0,one_axis_current,60,0.7666666666666667,0.0,0.0,1.0,0.0,1.0,0.30853970422340354,-1.18742656693245,5.0,0.0
5,12,0.0,oracle_anchor,60,0.7666666666666667,0.7666666666666667,1.0,1.0,1.0,0.0,0.8478365051471798,0.05160670559814719,5.0,0.0
5,12,0.0,random_search,60,0.7666666666666667,0.5,0.6521739130434783,0.6521739130434783,1.0,0.0,1.4724975209516873,-0.22745034531596903,5.0,0.0
5,12,0.0,soft_penalty,60,0.7666666666666667,0.13333333333333333,0.17391304347826086,0.8260869565217391,0.0,0.8260869565217391,1.178707173969659,-0.5753704187636454,5.0,0.0
5,12,0.5,UBC,60,0.75,0.75,1.0,1.0,1.0,0.0,0.5757637559553588,-3.2535702527209446e-16,5.0,0.0
5,12,0.5,current_only,60,0.75,0.0,0.0,1.0,0.0,1.0,0.2151957455173732,-0.8172108667099803,5.0,0.0
5,12,0.5,gradient_line,60,0.75,0.2833333333333333,0.37777777777777777,0.9555555555555556,1.0,0.0,2.293333333333334,-0.5797968626080349,5.0,0.0
5,12,0.5,least_squares,60,0.75,0.0,0.0,0.4222222222222222,0.0,1.0,0.843516157792765,-0.12720871342136383,5.0,0.0
5,12,0.5,one_axis_current,60,0.75,0.0,0.0,1.0,0.0,1.0,0.28055990450580276,-0.8959599862336789,5.0,0.0
5,12,0.5,oracle_anchor,60,0.75,0.75,1.0,1.0,1.0,0.0,0.7985573154397061,0.04842788165429662,5.0,0.0
5,12,0.5,random_search,60,0.75,0.65,0.8666666666666667,0.8666666666666667,1.0,0.0,1.849650776727801,0.0764551477150318,5.0,0.0
5,12,0.5,soft_penalty,60,0.75,0.08333333333333333,0.1111111111111111,0.8222222222222222,0.0,0.8888888888888888,0.9158541687053072,-0.3529541497188639,5.0,0.0
5,24,0.0,UBC,60,0.9,0.9,1.0,1.0,1.0,0.0,0.6262418933381283,-4.240435163498862e-16,5.0,0.0
5,24,0.0,current_only,60,0.9,0.0,0.0,1.0,0.0,1.0,0.18993658582195289,-1.1078041218909214,5.0,0.0
5,24,0.0,gradient_line,60,0.9,0.26666666666666666,0.2962962962962963,0.9444444444444444,1.0,0.0,2.4994444444444444,-0.5804672989782268,5.0,0.0
5,24,0.0,least_squares,60,0.9,0.0,0.0,0.5740740740740741,0.0,1.0,0.511232969646466,-0.17540105935361552,5.0,0.0
5,24,0.0,one_axis_current,60,0.9,0.0,0.0,1.0,0.0,1.0,0.2505493037826957,-1.2076133805140086,5.0,0.0
5,24,0.0,oracle_anchor,60,0.9,0.9,1.0,1.0,1.0,0.0,0.7715834736095049,0.03950246527847142,5.0,0.0
5,24,0.0,random_search,60,0.9,0.3333333333333333,0.37037037037037035,0.37037037037037035,1.0,0.0,0.8540049938877181,-0.7456090481792009,5.0,0.0
5,24,0.0,soft_penalty,60,0.9,0.11666666666666667,0.12962962962962962,0.7962962962962963,0.0,0.8703703703703703,2.050989898686756,-2.674498256073212,5.0,0.0
5,24,0.5,UBC,60,0.8166666666666667,0.8166666666666667,1.0,1.0,1.0,0.0,0.6154362183687735,-4.0953635041019807e-16,5.0,0.0
5,24,0.5,current_only,60,0.8166666666666667,0.0,0.0,1.0,0.0,1.0,0.19274853993458124,-1.008339183455813,5.0,0.0
5,24,0.5,gradient_line,60,0.8166666666666667,0.21666666666666667,0.2653061224489796,0.9795918367346939,1.0,0.0,2.5187755102040814,-0.5317211737248613,5.0,0.0
5,24,0.5,least_squares,60,0.8166666666666667,0.0,0.0,0.46938775510204084,0.0,1.0,0.6331492244527858,-0.15119947058097352,5.0,0.0
5,24,0.5,one_axis_current,60,0.8166666666666667,0.0,0.0,1.0,0.0,1.0,0.2566147926634868,-1.0861204375901699,5.0,0.0
5,24,0.5,oracle_anchor,60,0.8166666666666667,0.8166666666666667,1.0,1.0,1.0,0.0,0.7773441262521517,0.037871494883747796,5.0,0.0
5,24,0.5,random_search,60,0.8166666666666667,0.36666666666666664,0.4489795918367347,0.4489795918367347,1.0,0.0,0.9742660197637165,-0.6657494320437037,5.0,0.0
5,24,0.5,soft_penalty,60,0.8166666666666667,0.016666666666666666,0.02040816326530612,0.8163265306122449,0.0,0.9795918367346939,1.8898583515904275,-2.732259404907741,5.0,0.0
